Daily Rainfall Total (mm),Min Temperature (deg C),Maximum Temperature (deg C),Min Wind Speed (km/h),Max Wind Speed (km/h),Sunshine Duration (hrs),Cloud Cover (%),Wet Bulb Temperature (deg F),Relative Humidity (%),Air Pressure (hPa),Daily Solar Panel Efficiency,Wind Direction_East,Wind Direction_North,Wind Direction_Northeast,Wind Direction_Northwest,Wind Direction_South,Wind Direction_Southeast,Wind Direction_Southwest,Wind Direction_West,Dew Point Category_0,Dew Point Category_1,Dew Point Category_2,Dew Point Category_3,Dew Point Category_4
0.4,29.4,32.0,13.0,37.8,7.0,25.0,59.6,99.6,1006,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22.2,27.4,29.2,9.5,59.4,2.38,76.0,58.4,100.0,1011,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0,29.3,31.9,9.5,-27.7,8.04,17.0,59.0,100.0,1009,2,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,29.5,31.9,13.8,31.0,7.71,16.0,59.3,75.9,1012,1,1,0,0,0,0,0,0,0,0,0,0,1,0
20.0,28.5,31.8,9.5,34.9,5.31,67.0,59.7,100.0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.1,32.4,6.4,27.0,8.16,12.0,59.8,100.0,1012,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11.4,28.7,30.9,8.9,26.6,6.91,37.0,59.5,100.0,1012,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,29.4,31.5,13.1,35.3,7.24,17.0,59.8,100.0,1008,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,29.2,32.5,8.9,39.2,6.95,28.0,59.7,100.0,1007,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.2,29.6,32.5,14.5,35.6,7.29,17.0,59.7,100.0,1017,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,29.4,32.5,14.8,35.6,7.31,19.0,59.6,91.6,1009,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,29.6,32.5,15.4,37.1,7.16,13.0,59.3,100.0,1010,2,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,29.3,32.7,11.8,40.0,6.89,12.0,59.3,89.1,1008,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,29.4,32.6,11.7,34.6,7.42,22.0,59.4,85.1,1016,2,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,28.7,31.8,14.9,34.2,7.38,21.0,58.7,100.0,1010,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6.2,27.1,29.7,6.3,22.7,7.7,32.0,58.2,100.0,1010,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,28.5,30.8,11.9,29.2,7.78,14.0,59.1,100.0,1015,1,0,1,0,0,0,0,0,0,0,0,0,0,1
20.2,27.2,30.1,8.6,35.3,5.08,58.0,59.4,100.0,1009,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28.2,28.1,31.0,9.1,26.6,5.24,79.0,59.3,100.0,1009,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,29.1,32.0,16.6,41.4,6.58,17.0,59.4,100.0,1005,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,28.8,31.0,11.3,42.5,6.47,19.0,59.6,100.0,1015,1,0,0,1,0,0,0,0,0,0,0,0,0,1
63.2,26.1,28.0,7.6,32.0,0.9,100.0,58.8,100.0,1006,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.0,29.1,32.1,11.8,27.7,8.06,20.0,59.6,75.1,1005,2,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,28.8,31.9,14.0,49.0,5.91,31.0,59.3,100.0,1011,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.0,32.7,13.2,29.5,7.94,9.0,58.6,100.0,1016,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,29.1,32.0,9.8,30.6,7.76,15.0,-59.2,100.0,1001,2,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,28.6,32.3,8.5,30.2,7.83,16.0,59.0,99.7,1010,1,1,0,0,0,0,0,0,0,0,0,0,0,1
22.2,28.4,31.0,11.6,30.2,5.48,64.0,59.1,100.0,1008,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,29.0,31.4,12.6,40.7,6.69,13.0,59.2,100.0,1008,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,28.7,31.7,13.1,36.7,7.12,12.0,59.1,94.5,1011,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,29.7,33.1,17.3,36.0,7.33,6.0,59.4,84.0,1012,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.2,29.0,31.8,13.0,33.5,7.33,19.0,59.2,95.2,1009,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,29.2,32.3,17.8,41.8,6.67,16.0,58.7,100.0,1011,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,29.3,32.3,14.2,35.3,7.32,11.0,58.8,100.0,1016,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,29.3,33.2,14.9,34.2,7.52,8.0,58.6,91.7,1010,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,28.9,32.1,10.5,27.0,8.13,21.0,58.7,100.0,1011,2,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,29.2,32.2,13.0,31.7,7.67,20.0,58.9,94.7,1016,1,0,0,0,0,0,0,1,0,0,0,0,1,0
17.4,27.0,31.7,6.7,42.1,4.84,58.0,58.4,100.0,1009,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0,27.6,30.4,5.0,24.1,8.25,19.0,58.3,96.1,1012,2,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,28.7,31.3,11.1,35.6,7.19,21.0,59.2,95.3,1001,2,0,0,0,0,0,0,1,0,0,0,0,1,0
18.4,26.6,28.9,7.0,30.6,5.61,55.0,58.8,100.0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.0,31.7,12.2,34.2,7.37,20.0,58.9,97.1,1012,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,28.8,30.9,13.8,30.6,7.65,20.0,59.6,100.0,1013,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.1,32.6,8.4,27.7,8.11,12.0,59.6,100.0,1008,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,28.8,32.5,5.4,27.0,8.17,24.0,59.1,100.0,1015,2,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,29.0,32.0,11.6,29.5,7.87,25.0,58.2,86.0,1009,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,28.9,31.8,9.0,24.1,8.39,23.0,59.5,88.4,1015,2,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,28.1,31.1,7.8,29.2,7.81,23.0,59.3,100.0,1006,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.4,28.7,31.8,9.1,34.6,7.2,25.0,59.5,100.0,1007,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,28.7,32.3,10.0,37.4,7.11,22.0,59.5,87.3,1008,1,0,0,0,0,0,0,0,1,0,0,0,1,0
28.6,27.5,31.6,7.2,43.9,3.53,76.0,58.5,100.0,1011,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,28.5,30.9,9.4,31.7,7.54,30.0,59.5,100.0,1010,1,0,0,0,0,1,0,0,0,0,0,0,0,1
19.8,27.4,32.0,6.5,55.1,3.33,60.0,59.5,100.0,1008,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,28.3,32.6,6.5,28.4,8.04,20.0,58.8,100.0,1003,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.9,31.7,9.0,29.2,7.87,18.0,59.0,100.0,1006,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,29.3,32.7,11.6,24.8,8.41,20.0,-58.9,100.0,1010,2,1,0,0,0,0,0,0,0,0,0,0,0,1
7.8,28.6,32.0,9.4,25.6,7.48,28.0,59.4,100.0,1007,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.0,29.5,33.4,9.8,31.3,7.83,21.0,59.2,100.0,1010,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.4,33.0,9.8,27.0,8.22,9.0,59.1,95.3,1003,2,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,29.2,32.3,13.1,33.8,7.47,24.0,58.7,96.2,1010,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,29.6,33.5,13.2,38.2,7.15,13.0,58.7,99.8,1007,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,29.6,32.7,13.5,35.6,7.33,21.0,59.3,93.8,1007,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.6,28.9,31.8,10.4,40.3,6.71,18.0,59.7,91.1,1006,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,28.2,31.1,5.8,25.9,8.14,19.0,59.5,97.4,1007,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,29.0,33.6,8.1,30.2,7.96,12.0,58.7,100.0,1006,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,29.0,33.0,7.5,27.0,8.22,30.0,59.0,100.0,1012,2,0,0,1,0,0,0,0,0,0,0,0,0,1
24.0,26.6,30.0,7.9,59.4,2.28,72.0,58.3,100.0,1000,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5.2,27.6,32.7,6.2,42.1,6.16,35.0,58.7,100.0,1009,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2,27.8,32.9,6.6,29.5,7.94,17.0,58.6,100.0,1008,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,28.4,32.3,5.2,37.8,7.07,16.0,59.0,100.0,1008,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,28.4,32.0,5.1,24.5,8.37,9.0,59.2,100.0,1007,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,28.2,32.6,6.3,27.4,8.14,19.0,58.9,100.0,1004,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,28.6,32.9,9.2,31.7,7.74,20.0,58.9,100.0,1007,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.0,28.8,32.3,6.5,33.5,7.5,17.0,59.2,100.0,1007,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,27.6,31.7,6.2,28.8,7.91,14.0,58.8,88.3,1006,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,28.3,32.2,6.2,33.5,7.49,19.0,59.2,100.0,1008,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24.0,26.8,30.6,4.9,25.2,5.76,63.0,58.7,100.0,1004,2,0,0,1,0,0,0,0,0,0,0,0,1,0
3.2,27.2,32.4,5.9,24.8,8.06,18.0,58.8,100.0,1005,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.8,27.1,32.0,7.8,27.7,7.97,20.0,58.3,99.4,1006,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,28.5,32.6,8.2,32.4,7.64,22.0,59.4,95.5,1009,1,0,1,0,0,0,0,0,0,0,0,0,0,1
25.8,27.6,33.0,6.0,31.0,5.24,76.0,58.9,100.0,1001,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2,27.6,31.7,6.5,28.8,7.89,8.0,59.3,95.7,1004,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,28.7,32.9,8.3,29.5,7.96,22.0,59.2,96.8,1010,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2.0,27.8,31.1,7.2,24.5,8.08,19.0,59.3,100.0,1005,2,0,0,0,0,0,0,0,1,0,0,0,0,1
40.4,27.4,32.7,7.2,-31.7,3.68,100.0,59.2,100.0,1007,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12.6,25.8,28.7,5.8,22.7,6.96,40.0,58.3,100.0,1003,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2,28.0,30.6,6.8,-30.6,7.6,17.0,58.5,92.4,1008,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,27.8,30.2,9.4,33.8,7.26,18.0,58.5,92.1,1005,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8.2,27.8,31.3,9.7,43.6,5.57,38.0,58.3,100.0,1007,2,0,0,0,0,0,1,0,0,1,0,0,0,0
0.0,28.4,32.1,10.1,34.6,7.37,8.0,58.1,91.3,1002,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,28.5,33.1,7.9,26.6,8.27,25.0,58.1,100.0,1010,2,0,0,1,0,0,0,0,0,0,0,0,1,0
40.2,26.4,29.6,5.8,33.5,3.21,100.0,58.8,100.0,1010,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,28.3,32.1,9.7,28.1,8.02,16.0,59.0,94.0,1006,2,0,0,0,0,0,0,1,0,0,0,0,1,0
17.0,26.0,30.3,9.4,42.8,4.67,59.0,58.5,100.0,1005,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,28.5,32.4,11.5,35.6,7.3,20.0,59.1,100.0,1007,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,29.0,32.3,12.6,32.8,7.57,13.0,59.3,100.0,1011,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5.6,28.0,32.1,6.5,32.8,6.99,26.0,59.3,100.0,1011,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12.2,27.9,32.8,5.8,22.7,7.41,45.0,-59.6,100.0,1008,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,28.5,31.6,9.4,34.2,7.36,19.0,59.5,81.8,1006,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,28.7,32.5,10.8,32.4,7.63,14.0,59.4,86.2,1007,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2.6,28.4,32.2,14.8,64.8,4.1,29.0,58.8,100.0,1013,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6.0,27.9,30.4,12.2,38.9,6.17,27.0,59.2,100.0,1012,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,29.0,32.8,10.1,28.8,8.02,20.0,-59.5,99.2,1017,2,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,28.8,32.5,10.8,33.8,7.49,16.0,59.2,100.0,1010,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,28.5,32.5,9.7,31.0,7.77,25.0,59.0,89.3,1010,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.0,28.3,31.6,9.4,26.6,8.12,15.0,59.6,99.3,1007,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,27.7,29.7,14.8,41.8,6.41,18.0,57.9,100.0,1012,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,26.8,28.6,7.2,22.7,8.21,17.0,57.7,93.6,1009,2,0,0,0,0,0,0,1,0,0,0,0,1,0
0.4,27.4,30.2,10.4,25.9,8.01,13.0,59.2,100.0,1013,2,1,0,0,0,0,0,0,0,0,1,0,0,0
0.6,27.6,32.1,9.4,34.6,7.31,13.0,59.4,97.4,1006,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1.2,28.6,32.0,10.4,30.6,7.64,22.0,59.5,91.1,1007,2,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,28.1,31.4,14.8,37.1,7.05,17.0,-57.5,81.5,1014,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,27.8,31.5,10.1,34.9,7.28,23.0,58.8,95.5,1008,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2.6,26.7,29.9,8.6,32.8,7.07,34.0,58.5,95.2,1007,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,28.0,31.8,9.7,33.8,7.42,32.0,58.6,100.0,1012,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0.0,27.7,31.1,14.0,45.0,6.23,25.0,-58.2,93.3,1012,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,28.6,31.9,13.7,42.5,6.56,8.0,58.5,100.0,1012,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,28.2,31.2,14.0,44.6,6.28,23.0,58.6,100.0,1015,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0.4,28.4,31.6,12.6,37.4,7.0,22.0,58.9,88.2,1005,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.6,28.4,32.4,8.3,23.8,8.42,18.0,59.4,95.1,1011,2,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,29.2,33.2,11.9,27.0,8.24,13.0,59.6,97.4,1011,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.6,29.0,33.4,9.0,26.6,8.14,24.0,59.7,80.8,1016,2,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,29.0,32.3,11.2,33.1,7.54,16.0,59.2,99.6,1010,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,29.2,32.9,12.2,35.6,7.35,17.0,-59.1,100.0,1013,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.0,33.7,8.6,30.2,7.97,19.0,58.9,94.0,1007,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,29.5,33.4,14.0,36.7,7.29,19.0,-58.5,100.0,1011,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,29.6,33.6,15.8,41.8,6.8,4.0,59.3,85.7,1014,2,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,29.4,33.5,13.0,33.5,7.62,21.0,58.8,99.3,1005,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,29.8,34.4,11.5,35.3,7.53,22.0,59.4,98.5,1009,2,0,0,0,0,0,0,0,1,0,0,0,0,1
7.6,28.8,31.9,9.4,34.6,6.59,32.0,59.6,100.0,1006,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6.2,29.2,32.3,9.4,31.3,7.1,36.0,59.8,100.0,1006,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,29.0,31.7,10.1,32.0,7.59,25.0,59.8,89.5,1005,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,29.4,33.8,9.7,31.7,7.83,20.0,59.3,100.0,1011,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0.0,29.7,35.0,9.4,29.5,8.17,18.0,60.0,90.6,1004,2,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,30.3,34.1,9.0,29.9,8.04,25.0,59.9,91.6,1004,2,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2,30.5,34.6,11.2,32.0,7.86,22.0,60.1,100.0,1007,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.8,33.1,9.7,31.7,7.76,11.0,59.8,100.0,1008,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,30.0,34.1,8.6,35.6,7.47,31.0,60.0,91.7,1008,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,29.7,33.2,8.3,40.0,6.94,16.0,60.4,100.0,1006,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16.4,27.7,32.8,5.4,46.8,4.58,58.0,59.7,100.0,1007,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.0,28.8,32.8,5.8,25.2,8.38,19.0,59.6,94.3,1008,2,0,0,0,0,0,1,0,0,0,0,0,1,0
31.6,28.5,34.3,6.1,53.6,2.53,86.0,59.7,100.0,1010,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,29.2,32.5,6.1,23.8,8.49,22.0,60.3,95.8,1001,2,0,0,0,0,0,0,0,1,0,0,0,0,1
10.6,28.9,31.3,7.6,30.6,6.63,38.0,59.9,100.0,1007,2,1,0,0,0,0,0,0,0,0,0,0,0,1
25.6,28.1,32.1,7.6,46.8,3.59,77.0,59.8,100.0,1005,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.8,29.1,33.2,7.6,29.2,7.84,27.0,59.7,100.0,1009,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,29.9,31.9,7.6,23.8,8.43,21.0,60.0,98.9,1002,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,30.0,32.8,9.7,37.4,7.16,26.0,60.3,87.9,1007,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,29.7,32.2,6.1,22.7,8.57,27.0,59.6,100.0,1007,1,0,1,0,0,0,0,0,0,0,0,0,0,1
11.0,27.9,31.9,6.1,33.5,6.36,56.0,59.1,100.0,1006,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.8,28.0,32.2,6.5,32.8,7.48,18.0,59.5,99.7,1016,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3.8,28.0,31.0,5.4,43.2,6.02,30.0,59.3,100.0,1009,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7.2,28.7,32.0,5.8,27.7,7.33,30.0,59.4,100.0,1002,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18.4,26.4,30.6,6.8,44.6,4.38,65.0,-59.0,100.0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.4,26.9,29.4,4.3,16.9,8.83,16.0,58.5,100.0,1011,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,27.7,30.4,5.0,15.1,9.15,12.0,58.2,100.0,1008,2,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,28.9,31.3,4.7,19.4,8.81,23.0,59.3,87.5,1017,2,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,29.1,32.0,9.7,34.9,7.33,8.0,59.2,96.3,1006,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,28.9,30.6,7.6,28.1,7.87,23.0,58.9,100.0,1011,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,30.0,33.1,11.5,25.6,8.37,20.0,60.0,100.0,1008,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,29.8,32.7,11.5,33.5,7.54,25.0,60.2,84.8,1012,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.2,29.3,31.9,8.3,37.4,6.95,22.0,59.6,100.0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.8,29.4,32.1,9.0,34.9,7.26,21.0,59.7,92.1,1011,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,29.8,32.9,12.6,32.0,7.71,21.0,59.2,88.5,1011,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,29.6,32.7,8.3,28.1,8.08,12.0,59.3,88.1,1009,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,29.8,33.0,9.0,29.2,8.0,15.0,60.0,100.0,1005,2,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,27.7,33.2,5.4,32.4,7.66,20.0,58.2,98.6,1007,1,0,0,1,0,0,0,0,0,0,0,0,1,0
44.0,27.3,32.5,5.4,23.8,4.09,100.0,59.1,100.0,1009,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4.0,27.6,31.8,5.4,25.6,7.84,19.0,59.0,100.0,1010,1,0,0,0,0,0,0,1,0,0,0,0,0,1
22.2,27.4,30.8,5.8,34.6,5.02,65.0,58.6,100.0,1008,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7.0,27.5,30.1,8.3,65.2,3.41,40.0,-58.5,100.0,1005,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.2,29.5,32.7,10.4,29.2,7.95,14.0,58.9,90.7,1008,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,29.0,32.2,8.6,31.0,7.74,21.0,59.8,100.0,1013,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,29.7,32.8,7.9,27.7,8.13,21.0,59.2,98.4,1007,2,0,0,0,0,0,0,0,1,0,0,0,0,1
3.6,29.2,31.1,7.2,31.3,7.24,22.0,59.5,100.0,1006,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,29.4,32.1,6.5,30.6,7.77,16.0,59.2,100.0,1012,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.2,28.7,32.9,7.2,34.2,7.47,21.0,58.4,96.7,1013,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,29.3,32.3,10.8,32.4,7.61,18.0,59.1,100.0,1012,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,29.6,32.3,11.2,32.0,7.65,15.0,59.3,100.0,1006,1,0,1,0,0,0,0,0,0,0,0,0,0,1
11.2,28.3,31.4,9.7,46.1,5.03,49.0,58.9,100.0,1016,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30.6,27.8,29.1,9.0,32.4,4.23,89.0,59.3,100.0,1013,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13.4,27.7,30.7,8.3,38.2,5.53,58.0,59.0,100.0,1015,1,0,0,0,0,0,1,0,0,0,0,0,0,1
10.6,28.9,32.0,10.4,-42.1,5.55,42.0,59.6,100.0,1012,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.6,27.1,31.6,5.0,34.6,6.96,24.0,58.9,100.0,1007,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12.6,27.9,31.3,5.0,25.6,6.93,36.0,58.8,100.0,1010,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,28.8,31.8,8.6,29.9,7.71,20.0,58.7,89.4,1011,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6.6,27.8,32.2,7.2,45.7,5.61,35.0,59.0,100.0,1006,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2.8,27.0,29.8,6.5,51.1,5.21,32.0,58.5,100.0,1007,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,28.9,32.3,9.4,30.6,7.79,12.0,58.8,84.6,1011,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,28.7,32.2,7.6,28.4,8.0,20.0,59.1,100.0,1015,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,28.4,32.3,6.1,27.7,8.08,15.0,57.7,100.0,1007,2,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,28.5,32.1,8.3,26.6,8.17,15.0,58.5,100.0,1014,2,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,28.3,33.3,6.8,29.9,7.96,26.0,57.6,100.0,1012,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,28.1,30.3,6.1,-21.6,8.49,12.0,58.1,100.0,1010,2,0,0,0,0,0,0,0,1,0,0,0,1,0
7.2,28.1,34.3,6.1,42.8,6.05,28.0,58.6,100.0,1010,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,27.9,31.4,6.1,39.2,6.84,24.0,57.5,91.3,1007,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,30.0,33.9,5.4,-31.3,7.88,16.0,58.6,89.8,1011,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,28.3,32.9,6.5,34.2,7.49,18.0,58.2,99.9,1008,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,28.5,31.9,5.8,-31.0,7.71,16.0,58.3,92.1,1003,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4,27.9,30.2,5.0,29.5,7.65,25.0,58.2,97.0,1004,1,0,0,0,0,0,0,1,0,0,0,0,1,0
22.2,25.9,27.9,4.7,33.5,4.84,72.0,58.2,100.0,1010,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,28.6,32.9,5.8,22.3,8.68,12.0,57.6,99.5,1005,2,0,0,0,0,0,1,0,0,0,0,0,1,0
5.0,28.6,32.3,7.9,44.3,5.92,23.0,58.2,100.0,1014,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,29.6,32.9,8.3,-32.8,7.63,25.0,58.9,91.7,1002,1,0,0,0,0,0,0,1,0,0,0,0,1,0
